# sweep Nv Ne
0 3 3
1000 3 3
2000 3 3
3000 3 3
4000 3 3
5000 3 3
6000 3 3
7000 3 3
8000 3 3
9000 3 3
10000 3 3
11000 3 3
12000 3 3
13000 3 3
14000 3 3
15000 4 5
16000 5 7
17000 5 7
18000 5 7
19000 5 7
20000 5 7
21000 5 7
22000 6 9
23000 6 9
24000 6 9
25000 6 9
26000 6 9
27000 6 9
28000 6 9
29000 6 9
30000 6 9
31000 6 9
32000 6 9
33000 6 9
34000 6 9
35000 6 9
36000 6 9
37000 6 9
38000 6 9
39000 6 9
40000 6 9
41000 6 9
42000 6 9
43000 6 9
44000 6 9
45000 6 9
46000 6 9
47000 7 11
48000 7 12
49000 7 12
50000 7 12
51000 7 12
52000 7 12
53000 7 12
54000 7 12
55000 7 12
56000 7 12
57000 7 12
58000 7 12
59000 7 12
60000 7 12
61000 7 12
62000 7 12
63000 7 12
64000 7 12
65000 7 12
66000 7 11
67000 7 11
68000 7 12
69000 7 12
70000 7 12
71000 7 12
72000 7 12
73000 7 12
74000 7 12
75000 7 12
76000 7 12
77000 7 12
78000 7 12
79000 7 12
80000 7 12
81000 7 12
82000 8 14
83000 8 14
84000 9 16
85000 9 16
86000 9 16
87000 9 16
88000 9 16
89000 9 16
90000 9 16
91000 9 16
92000 7 12
93000 7 12
94000 7 12
95000 7 12
96000 7 12
97000 7 12
98000 7 12
99000 7 11
100000 7 11
101000 7 11
102000 7 11
103000 7 11
104000 8 13
105000 8 13
106000 8 13
107000 8 13
108000 7 11
109000 7 11
110000 7 11
111000 7 11
112000 7 11
113000 7 12
114000 7 12
115000 7 12
116000 7 12
117000 7 12
118000 7 12
119000 7 12
120000 7 12
121000 7 12
122000 7 12
123000 7 12
124000 6 10
125000 6 10
126000 6 10
127000 6 10
128000 6 10
129000 6 10
130000 6 10
131000 6 10
132000 6 10
133000 6 10
134000 6 10
135000 6 10
136000 6 10
137000 6 10
138000 6 10
139000 6 10
140000 6 10
141000 6 10
142000 6 10
143000 6 10
144000 7 12
145000 7 12
146000 7 12
147000 7 12
148000 7 12
149000 8 14
150000 8 14
151000 8 14
152000 8 14
153000 8 14
154000 8 14
155000 8 14
156000 8 14
157000 8 14
158000 8 14
159000 8 14
160000 8 14
161000 8 14
162000 8 14
163000 8 14
164000 8 14
165000 8 14
166000 8 14
167000 8 14
168000 8 14
169000 8 14
170000 8 14
171000 8 14
172000 8 14
173000 8 14
174000 8 14
175000 8 14
176000 8 14
177000 8 14
178000 8 14
179000 8 14
180000 8 14
181000 8 14
182000 8 14
183000 8 14
184000 8 14
185000 8 14
186000 8 14
187000 8 14
188000 9 16
189000 9 16
190000 9 16
191000 9 16
192000 9 16
193000 9 16
194000 9 16
195000 9 16
196000 9 16
197000 9 16
198000 9 16
199000 9 16
200000 9 16
201000 9 16
202000 9 16
203000 9 16
204000 9 16
205000 9 16
206000 9 16
207000 9 16
208000 9 16
209000 9 16
210000 9 16
211000 9 16
212000 9 16
213000 9 16
214000 9 16
215000 9 16
216000 10 18
217000 10 18
218000 10 18
219000 10 18
220000 10 18
221000 10 18
222000 10 18
223000 10 18
224000 10 18
225000 10 18
226000 10 18
227000 10 18
228000 10 18
229000 10 18
230000 10 18
231000 10 18
232000 10 18
233000 11 20
234000 11 20
235000 11 20
236000 11 20
237000 11 20
238000 11 20
239000 11 20
240000 11 20
241000 11 20
242000 11 20
243000 11 20
244000 11 20
245000 11 20
246000 11 20
247000 11 20
248000 11 20
249000 11 20
250000 11 20
251000 12 22
252000 12 22
253000 12 22
254000 12 22
255000 12 22
256000 12 22
257000 12 22
258000 12 22
259000 12 22
260000 12 22
261000 12 22
262000 12 22
263000 11 20
264000 11 21
265000 11 21
266000 11 21
267000 11 21
268000 11 21
269000 11 21
270000 11 21
271000 11 21
272000 11 21
273000 11 21
274000 11 21
275000 11 21
276000 11 21
277000 10 19
278000 10 19
279000 10 19
280000 10 19
281000 10 19
282000 10 19
283000 10 19
284000 10 19
285000 10 19
286000 10 19
287000 10 19
288000 10 19
289000 10 19
290000 10 19
291000 10 19
292000 10 19
293000 10 19
294000 10 19
295000 10 19
296000 10 19
297000 10 19
298000 10 19
299000 10 19
300000 10 19
301000 10 19
302000 10 19
303000 10 19
304000 10 19
305000 10 19
306000 10 19
307000 10 19
308000 10 19
309000 10 19
310000 10 19
311000 10 19
312000 10 19
313000 10 19
314000 10 19
315000 10 19
316000 10 19
317000 11 21
318000 11 20
319000 11 21
320000 11 21
321000 11 21
322000 11 21
323000 11 21
324000 11 21
325000 11 21
326000 11 21
327000 10 19
328000 10 19
329000 10 19
330000 10 19
331000 10 19
332000 10 19
333000 10 19
334000 10 19
335000 10 19
336000 10 19
337000 10 19
338000 10 19
339000 11 21
340000 11 21
341000 11 21
342000 11 21
343000 11 21
344000 11 21
345000 11 21
346000 11 20
347000 10 18
348000 10 18
349000 10 18
350000 10 18
351000 10 18
352000 10 18
353000 10 18
354000 10 18
355000 10 18
356000 10 18
357000 10 18
358000 10 18
359000 10 18
360000 10 18
361000 10 18
362000 11 20
363000 11 20
364000 11 20
365000 11 20
366000 11 20
367000 11 20
368000 11 21
369000 11 21
370000 11 21
371000 11 21
372000 11 21
373000 11 21
374000 11 21
375000 11 21
376000 11 21
377000 11 21
378000 11 21
379000 11 21
380000 11 21
381000 11 21
382000 11 21
383000 11 21
384000 12 23
385000 12 23
386000 12 23
387000 11 21
388000 11 21
389000 11 21
390000 11 21
391000 11 21
392000 11 21
393000 11 21
394000 11 21
395000 11 21
396000 11 21
397000 11 21
398000 11 21
399000 11 21
400000 11 21
401000 11 21
402000 11 21
403000 11 21
404000 11 21
405000 11 21
406000 11 21
407000 11 21
408000 12 23
409000 13 25
410000 13 25
411000 14 27
412000 14 27
413000 14 27
414000 14 27
415000 14 27
416000 14 27
417000 14 27
418000 14 27
419000 14 27
420000 14 27
421000 14 27
422000 14 27
423000 14 27
424000 14 27
425000 14 27
426000 14 27
427000 14 27
428000 14 27
429000 14 27
430000 14 28
431000 14 28
432000 14 28
433000 15 30
434000 14 28
435000 14 28
436000 14 28
437000 14 28
438000 14 28
439000 14 28
440000 14 28
441000 14 28
442000 14 28
443000 14 28
444000 14 28
445000 14 28
446000 14 28
447000 14 28
448000 14 28
449000 14 28
450000 14 28
451000 14 28
452000 14 28
453000 14 28
454000 14 28
455000 14 28
456000 14 28
457000 14 28
458000 15 30
459000 16 32
460000 16 32
461000 16 32
462000 16 32
463000 15 30
464000 14 28
465000 13 26
466000 13 26
467000 13 26
468000 13 26
469000 13 26
470000 13 26
471000 13 26
472000 13 26
473000 13 26
474000 14 28
475000 14 28
476000 14 28
477000 14 28
478000 14 28
479000 14 28
480000 14 28
481000 14 28
482000 14 28
483000 14 28
484000 14 28
485000 14 28
486000 14 28
487000 14 28
488000 14 28
489000 14 28
490000 14 28
491000 14 28
492000 14 28
493000 14 28
494000 14 28
495000 14 28
496000 14 28
497000 14 28
498000 14 28
499000 14 28
500000 14 28
501000 14 28
502000 14 28
503000 14 28
504000 14 28
505000 14 28
506000 14 28
507000 14 27
508000 14 28
509000 14 28
510000 14 28
511000 14 28
512000 14 28
513000 14 28
514000 14 28
515000 14 28
516000 14 28
517000 14 28
518000 14 28
519000 14 28
520000 14 28
521000 14 28
522000 14 28
523000 14 28
524000 14 28
525000 14 28
526000 14 28
527000 14 28
528000 14 28
529000 14 28
530000 14 28
531000 14 28
532000 14 28
533000 14 28
534000 14 28
535000 14 28
536000 14 28
537000 14 28
538000 14 28
539000 14 28
540000 14 28
541000 14 28
542000 14 28
543000 14 28
544000 15 30
545000 15 30
546000 15 30
547000 15 30
548000 15 30
549000 15 30
550000 15 30
551000 15 30
552000 15 30
553000 15 30
554000 15 30
555000 15 30
556000 15 30
557000 15 30
558000 15 30
559000 14 28
560000 14 28
561000 14 28
562000 14 28
563000 14 28
564000 14 28
565000 14 28
566000 14 28
567000 14 28
568000 14 28
569000 14 28
570000 14 28
571000 14 28
572000 14 28
573000 14 28
574000 14 28
575000 14 28
576000 14 28
577000 14 28
578000 14 28
579000 14 28
580000 15 30
581000 15 30
582000 15 30
583000 15 30
584000 15 30
585000 16 32
586000 16 32
587000 16 32
588000 18 36
589000 17 34
590000 17 34
591000 17 34
592000 17 34
593000 17 35
594000 17 35
595000 17 35
596000 17 35
597000 17 35
598000 18 37
599000 18 37
600000 18 37
601000 19 39
602000 19 39
603000 19 39
604000 19 39
605000 19 39
606000 19 39
607000 19 39
608000 19 39
609000 19 39
610000 19 39
611000 20 40
612000 20 40
613000 20 40
614000 20 40
615000 20 41
616000 20 41
617000 20 42
618000 20 42
619000 20 42
620000 20 42
621000 20 42
622000 20 42
623000 20 42
624000 20 42
625000 20 44
626000 20 44
627000 20 44
628000 21 46
629000 21 46
630000 22 48
631000 21 46
632000 21 46
633000 21 46
634000 22 49
635000 22 49
636000 22 49
637000 22 49
638000 22 49
639000 22 49
640000 22 49
641000 21 47
642000 21 47
643000 21 47
644000 21 47
645000 20 45
646000 20 46
647000 20 46
648000 20 46
